"plec","waga","wiek","wojewodztwo","podregion66","godzin_internetu","rok"
"kobieta",0.666105202347,"60-64 lata","Lubelskie","LUBELSKI",22,"2013"
"kobieta",0.6438881615205,"35-44 lata","Lubelskie","LUBELSKI",10,"2013"
"mężczyzna",0.4963848910365,"45-59 lat","Lubelskie","LUBELSKI",6,"2013"
"kobieta",0.475772419692,"45-59 lat","Lubelskie","LUBELSKI",15,"2013"
"kobieta",0.9760155,"45-59 lat","Kujawsko-Pomorskie","WŁOCŁAWSKI",1,"2013"
"mężczyzna",0.408952446531,"45-59 lat","Lubelskie","LUBELSKI",20,"2013"
"kobieta",0.5138380002075,"do 24 lat","Lubelskie","LUBELSKI",10,"2013"
"kobieta",0.9194524737285,"45-59 lat","Lubelskie","LUBELSKI",8,"2013"
"kobieta",1.47132729322675,"do 24 lat","Lubelskie","LUBELSKI",15,"2013"
"mężczyzna",0.300702567426,"45-59 lat","Lubelskie","LUBELSKI",2,"2013"
"mężczyzna",0.37652774759775,"do 24 lat","Lubelskie","LUBELSKI",10,"2013"
"kobieta",0.385020400068675,"do 24 lat","Lubelskie","LUBELSKI",10,"2013"
"mężczyzna",0.69989040832632,"35-44 lata","Lubelskie","LUBELSKI",4,"2013"
"kobieta",0.652860679820124,"35-44 lata","Lubelskie","LUBELSKI",6,"2013"
"mężczyzna",0.52658544584835,"do 24 lat","Lubelskie","LUBELSKI",10,"2013"
"kobieta",0.298613894256,"35-44 lata","Lubelskie","LUBELSKI",3,"2013"
"mężczyzna",0.501509948427,"do 24 lat","Lubelskie","LUBELSKI",20,"2013"
"kobieta",0.9012166001265,"do 24 lat","Lubelskie","LUBELSKI",5,"2013"
"mężczyzna",0.7819845946155,"35-44 lata","Lubelskie","PUŁAWSKI",2,"2013"
"mężczyzna",1.225059519042,"do 24 lat","Lubelskie","PUŁAWSKI",16,"2013"
"mężczyzna",2.00462143627121,"25-34 lata","Lubelskie","PUŁAWSKI",5,"2013"
"kobieta",1.490020398858,"25-34 lata","Lubelskie","PUŁAWSKI",6,"2013"
"kobieta",0.53555625807288,"45-59 lat","Lubelskie","PUŁAWSKI",0,"2013"
"kobieta",0.590247325656,"25-34 lata","Lubelskie","PUŁAWSKI",40,"2013"
"mężczyzna",0.9860928600375,"do 24 lat","Lubelskie","PUŁAWSKI",4,"2013"
"mężczyzna",0.9860928600375,"do 24 lat","Lubelskie","PUŁAWSKI",6,"2013"
"kobieta",0.7613516269455,"do 24 lat","Lubelskie","PUŁAWSKI",5,"2013"
"mężczyzna",0.6842249301045,"do 24 lat","Lubelskie","PUŁAWSKI",10,"2013"
"kobieta",0.5282830296075,"do 24 lat","Lubelskie","PUŁAWSKI",6,"2013"
"mężczyzna",0.648940993764,"do 24 lat","Lubelskie","PUŁAWSKI",15,"2013"
"kobieta",0.5010404849715,"do 24 lat","Lubelskie","PUŁAWSKI",4,"2013"
"kobieta",1.56083822910855,"25-34 lata","Lubelskie","PUŁAWSKI",6,"2013"
"mężczyzna",0.6240281981265,"45-59 lat","Lubelskie","PUŁAWSKI",2,"2013"
"kobieta",0.5574073321275,"45-59 lat","Lubelskie","PUŁAWSKI",3,"2013"
"kobieta",0.7259242163265,"do 24 lat","Lubelskie","PUŁAWSKI",10,"2013"
"mężczyzna",1.07594743340858,"do 24 lat","Lubelskie","BIALSKI",12,"2013"
"kobieta",0.64065159652095,"35-44 lata","Lubelskie","BIALSKI",2,"2013"
"mężczyzna",0.738999111068335,"35-44 lata","Lubelskie","BIALSKI",1,"2013"
"kobieta",1.2463395849885,"25-34 lata","Lubelskie","BIALSKI",6,"2013"
"mężczyzna",1.558347339951,"25-34 lata","Lubelskie","BIALSKI",4,"2013"
"kobieta",0.525555066285,"25-34 lata","Lubelskie","BIALSKI",2,"2013"
"mężczyzna",1.5281074517145,"25-34 lata","Lubelskie","PUŁAWSKI",4,"2013"
"kobieta",1.786961402547,"do 24 lat","Lubelskie","PUŁAWSKI",2,"2013"
"mężczyzna",1.67541371346983,"25-34 lata","Lubelskie","PUŁAWSKI",20,"2013"
"kobieta",1.69844406215638,"25-34 lata","Lubelskie","PUŁAWSKI",30,"2013"
"kobieta",0.526759844201952,"35-44 lata","Lubelskie","BIALSKI",3,"2013"
"mężczyzna",0.524819150598,"35-44 lata","Lubelskie","BIALSKI",10,"2013"
"kobieta",1.4958872280285,"25-34 lata","Lubelskie","BIALSKI",20,"2013"
"kobieta",0.753400028667,"45-59 lat","Lubelskie","BIALSKI",6,"2013"
"mężczyzna",0.907547106932616,"45-59 lat","Lubelskie","BIALSKI",3,"2013"
"kobieta",0.257527198306482,"45-59 lat","Lubelskie","BIALSKI",3,"2013"
"kobieta",0.7283642550765,"45-59 lat","Lubelskie","PUŁAWSKI",30,"2013"
"mężczyzna",1.1082607201725,"25-34 lata","Lubelskie","PUŁAWSKI",3,"2013"
"kobieta",1.36079409222855,"do 24 lat","Lubelskie","PUŁAWSKI",5,"2013"
"mężczyzna",0.7340349051315,"35-44 lata","Lubelskie","PUŁAWSKI",5,"2013"
"kobieta",0.796899087471,"25-34 lata","Lubelskie","PUŁAWSKI",3,"2013"
"kobieta",0.828002749425,"35-44 lata","Lubelskie","PUŁAWSKI",2,"2013"
"kobieta",1.685014631541,"do 24 lat","Lubelskie","PUŁAWSKI",5,"2013"
"mężczyzna",1.3930835154135,"35-44 lata","Lubelskie","PUŁAWSKI",0,"2013"
"kobieta",1.2994738688085,"35-44 lata","Lubelskie","PUŁAWSKI",1,"2013"
"kobieta",1.685014631541,"do 24 lat","Lubelskie","PUŁAWSKI",3,"2013"
"mężczyzna",1.027355867331,"25-34 lata","Lubelskie","PUŁAWSKI",4,"2013"
"kobieta",0.8216615767215,"25-34 lata","Lubelskie","PUŁAWSKI",2,"2013"
"kobieta",0.823316403193626,"45-59 lat","Lubelskie","PUŁAWSKI",2,"2013"
"mężczyzna",2.04816767566448,"do 24 lat","Lubelskie","PUŁAWSKI",25,"2013"
"mężczyzna",1.35939460702747,"45-59 lat","Lubelskie","PUŁAWSKI",24,"2013"
"kobieta",1.21954149829089,"35-44 lata","Lubelskie","PUŁAWSKI",3,"2013"
"mężczyzna",1.18250540330854,"35-44 lata","Lubelskie","PUŁAWSKI",2,"2013"
"kobieta",1.10304677509838,"35-44 lata","Lubelskie","PUŁAWSKI",3,"2013"
"kobieta",1.3292833342095,"do 24 lat","Lubelskie","PUŁAWSKI",11,"2013"
"mężczyzna",1.10949537978,"35-44 lata","Lubelskie","LUBELSKI",16,"2013"
"kobieta",1.22540698056,"25-34 lata","Lubelskie","LUBELSKI",5,"2013"
"kobieta",0.407359589235,"65+ lat","Lubelskie","LUBELSKI",11,"2013"
"mężczyzna",0.424933724328,"65+ lat","Lubelskie","LUBELSKI",10,"2013"
"kobieta",0.663738575578848,"45-59 lat","Lubelskie","LUBELSKI",5,"2013"
"mężczyzna",0.692492851102488,"45-59 lat","Lubelskie","LUBELSKI",3,"2013"
"mężczyzna",0.790804846689,"do 24 lat","Lubelskie","LUBELSKI",60,"2013"
"kobieta",1.290189033357,"35-44 lata","Lubelskie","BIALSKI",10,"2013"
"mężczyzna",0.5454530942835,"45-59 lat","Lubelskie","BIALSKI",40,"2013"
"kobieta",0.3630357973335,"25-34 lata","Lubelskie","BIALSKI",15,"2013"
"mężczyzna",1.2208185364914,"25-34 lata","Lubelskie","BIALSKI",8,"2013"
"kobieta",0.784138660824,"45-59 lat","Lubelskie","BIALSKI",1,"2013"
"kobieta",0.929894863563,"25-34 lata","Lubelskie","BIALSKI",2,"2013"
"kobieta",0.858419296467,"35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",6,"2013"
"mężczyzna",1.3362384206625,"35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",10,"2013"
"kobieta",1.4506762380375,"25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",3,"2013"
"mężczyzna",0.944551639525725,"25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",15,"2013"
"mężczyzna",0.694495541211,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",60,"2013"
"kobieta",0.8078978061405,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",6,"2013"
"mężczyzna",0.386822271084,"65+ lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",20,"2013"
"kobieta",0.345064423932,"60-64 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",2,"2013"
"mężczyzna",1.664391424026,"25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",5,"2013"
"kobieta",1.3311514278765,"25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",12,"2013"
"mężczyzna",0.72438734327958,"35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",6,"2013"
"kobieta",0.845617877169,"25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",2,"2013"
"kobieta",0.237286936329,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",8,"2013"
"kobieta",0.237286936329,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",6,"2013"
"kobieta",0.458647300529775,"35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",14,"2013"
"kobieta",0.8553048310065,"35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",2,"2013"
"mężczyzna",0.9169167854595,"35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",3,"2013"
"kobieta",1.13029612451445,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",12,"2013"
"kobieta",0.871677776015526,"35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",2,"2013"
"kobieta",1.0504610822625,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",20,"2013"
"mężczyzna",3.0626283012795,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",15,"2013"
"kobieta",2.735664084795,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",7,"2013"
"kobieta",3.3576137603127,"25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",10,"2013"
"kobieta",0.53325633610806,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",6,"2013"
"kobieta",0.64541952984,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",13,"2013"
"kobieta",0.64541952984,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",24,"2013"
"mężczyzna",1.4836421375655,"25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",5,"2013"
"kobieta",1.186590844125,"25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",10,"2013"
"kobieta",1.322413161105,"25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",16,"2013"
"kobieta",0.630617278767,"25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",10,"2013"
"kobieta",0.5902203876282,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",1,"2013"
"kobieta",0.533066251233342,"45-59 lat","Lubelskie","BIALSKI",14,"2013"
"mężczyzna",0.5168773124745,"45-59 lat","Lubelskie","BIALSKI",10,"2013"
"kobieta",0.653619969126318,"45-59 lat","Lubelskie","BIALSKI",2,"2013"
"kobieta",0.7963144541865,"do 24 lat","Lubelskie","BIALSKI",20,"2013"
"mężczyzna",0.633769808832,"45-59 lat","Lubelskie","BIALSKI",40,"2013"
"mężczyzna",2.70467564147078,"25-34 lata","Lubelskie","BIALSKI",11,"2013"
"mężczyzna",2.4701907968415,"45-59 lat","Lubelskie","BIALSKI",3,"2013"
"mężczyzna",2.5758815633055,"25-34 lata","Lubelskie","BIALSKI",8,"2013"
"kobieta",2.87894842833626,"25-34 lata","Lubelskie","BIALSKI",6,"2013"
"kobieta",3.012223932813,"do 24 lat","Lubelskie","BIALSKI",4,"2013"
"mężczyzna",0.7797241427175,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",3,"2013"
"kobieta",0.7473477565515,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",7,"2013"
"kobieta",1.574209543857,"25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",40,"2013"
"kobieta",1.451906993583,"60-64 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",1,"2013"
"kobieta",1.015838884431,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",1,"2013"
"mężczyzna",1.15346266249981,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",40,"2013"
"kobieta",1.05653088361638,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",0,"2013"
"kobieta",1.9257088379805,"25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",10,"2013"
"mężczyzna",1.9466346103005,"25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",2,"2013"
"mężczyzna",1.137181035453,"25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",25,"2013"
"kobieta",1.002754420638,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",10,"2013"
"mężczyzna",1.3004811168045,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",10,"2013"
"mężczyzna",1.6140143839935,"25-34 lata","Lubelskie","LUBELSKI",10,"2013"
"kobieta",1.5966647324655,"25-34 lata","Lubelskie","LUBELSKI",2,"2013"
"mężczyzna",1.39634081098227,"35-44 lata","Lubelskie","LUBELSKI",10,"2013"
"mężczyzna",1.70471056186601,"25-34 lata","Lubelskie","LUBELSKI",60,"2013"
"kobieta",1.68638680002026,"25-34 lata","Lubelskie","LUBELSKI",15,"2013"
"kobieta",0.894084854868,"do 24 lat","Lubelskie","LUBELSKI",30,"2013"
"kobieta",0.859939704132435,"45-59 lat","Lubelskie","LUBELSKI",8,"2013"
"kobieta",1.212150738039,"do 24 lat","Lubelskie","LUBELSKI",5,"2013"
"kobieta",0.500810408837685,"65+ lat","Lubelskie","LUBELSKI",2,"2013"
"mężczyzna",0.522415351303515,"65+ lat","Lubelskie","LUBELSKI",4,"2013"
"kobieta",1.4243472439095,"35-44 lata","Lubelskie","LUBELSKI",1,"2013"
"mężczyzna",1.34524215388984,"35-44 lata","Lubelskie","LUBELSKI",40,"2013"
"kobieta",1.379554964568,"45-59 lat","Lubelskie","LUBELSKI",20,"2013"
"mężczyzna",1.546498511781,"25-34 lata","Lubelskie","LUBELSKI",45,"2013"
"kobieta",1.9434645119565,"25-34 lata","Lubelskie","LUBELSKI",4,"2013"
"mężczyzna",1.8270617801769,"25-34 lata","Lubelskie","LUBELSKI",20,"2013"
"mężczyzna",1.6140143839935,"25-34 lata","Lubelskie","LUBELSKI",60,"2013"
"kobieta",1.71801125213288,"25-34 lata","Lubelskie","LUBELSKI",30,"2013"
"kobieta",1.4243472439095,"35-44 lata","Lubelskie","LUBELSKI",6,"2013"
"mężczyzna",1.34524215388984,"35-44 lata","Lubelskie","LUBELSKI",8,"2013"
"mężczyzna",1.5021679951327,"25-34 lata","Lubelskie","LUBELSKI",15,"2013"
"kobieta",1.424576607552,"35-44 lata","Lubelskie","LUBELSKI",10,"2013"
"kobieta",1.0920881433375,"35-44 lata","Lubelskie","LUBELSKI",20,"2013"
"kobieta",1.90986075701878,"35-44 lata","Lubelskie","LUBELSKI",10,"2013"
"kobieta",0.8377990169985,"25-34 lata","Lubelskie","LUBELSKI",6,"2013"
"mężczyzna",1.1175270113295,"do 24 lat","Lubelskie","LUBELSKI",10,"2013"
"kobieta",0.937962787272852,"45-59 lat","Lubelskie","LUBELSKI",6,"2013"
"kobieta",1.1427335876325,"do 24 lat","Lubelskie","LUBELSKI",14,"2013"
"mężczyzna",1.20245906419054,"do 24 lat","Lubelskie","LUBELSKI",17,"2013"
"mężczyzna",0.978597892562706,"45-59 lat","Lubelskie","LUBELSKI",21,"2013"
"kobieta",1.9663540274625,"25-34 lata","Lubelskie","LUBELSKI",20,"2013"
"mężczyzna",1.7803567056585,"35-44 lata","Lubelskie","LUBELSKI",8,"2013"
"mężczyzna",0.676068887811246,"45-59 lat","Lubelskie","LUBELSKI",10,"2013"
"kobieta",0.560070146415375,"45-59 lat","Lubelskie","LUBELSKI",10,"2013"
"mężczyzna",0.830724462344238,"do 24 lat","Lubelskie","LUBELSKI",5,"2013"
"kobieta",0.7894628253765,"do 24 lat","Lubelskie","LUBELSKI",10,"2013"
"kobieta",0.6415340121345,"35-44 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",14,"2013"
"mężczyzna",0.831848250495,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",16,"2013"
"kobieta",0.8377580243475,"45-59 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",3,"2013"
"mężczyzna",1.086496550538,"do 24 lat","Lubelskie","CHEŁMSKO-ZAMOJSKI",15,"2013"
"mężczyzna",1.224181105092,"25-34 lata","Lubelskie","CHEŁMSKO-ZAMOJSKI",26,"2013"
"kobieta",0.4306521991425,"60-64 lata","Lubuskie","ZIELONOGÓRSKI",3,"2013"
"kobieta",0.2622504847725,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",1,"2013"
"mężczyzna",1.29214293830676,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",10,"2013"
"kobieta",1.155122152374,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",1,"2013"
"mężczyzna",0.6203915643735,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",1,"2013"
"kobieta",0.86170409615256,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",13,"2013"
"mężczyzna",0.97501463514537,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",10,"2013"
"kobieta",0.665429799621,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",50,"2013"
"kobieta",0.3970538415705,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",0,"2013"
"mężczyzna",0.404195346984,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",40,"2013"
"mężczyzna",0.4807627869435,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",27,"2013"
"mężczyzna",0.5161082122605,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",2,"2013"
"mężczyzna",0.431640902844,"45-59 lat","Lubuskie","GORZOWSKI",10,"2013"
"kobieta",0.274698283894695,"35-44 lata","Lubuskie","GORZOWSKI",8,"2013"
"mężczyzna",0.4991470149015,"do 24 lat","Lubuskie","GORZOWSKI",8,"2013"
"mężczyzna",1.51349479165238,"45-59 lat","Lubuskie","GORZOWSKI",30,"2013"
"kobieta",0.986374928517,"35-44 lata","Lubuskie","GORZOWSKI",16,"2013"
"kobieta",0.5994716481465,"25-34 lata","Lubuskie","GORZOWSKI",2,"2013"
"kobieta",0.506509099818,"45-59 lat","Lubuskie","GORZOWSKI",2,"2013"
"kobieta",0.63618304619637,"do 24 lat","Lubuskie","GORZOWSKI",4,"2013"
"mężczyzna",0.473683053550995,"do 24 lat","Lubuskie","GORZOWSKI",50,"2013"
"kobieta",0.2970395812545,"45-59 lat","Lubuskie","GORZOWSKI",1,"2013"
"mężczyzna",0.409621612517955,"45-59 lat","Lubuskie","GORZOWSKI",10,"2013"
"kobieta",0.373086912314205,"do 24 lat","Lubuskie","GORZOWSKI",2,"2013"
"mężczyzna",0.9208208474595,"do 24 lat","Lubuskie","GORZOWSKI",20,"2013"
"mężczyzna",0.7962871257525,"45-59 lat","Lubuskie","GORZOWSKI",1,"2013"
"kobieta",0.5370125122395,"45-59 lat","Lubuskie","GORZOWSKI",1,"2013"
"kobieta",1.394083931301,"25-34 lata","Lubuskie","GORZOWSKI",30,"2013"
"mężczyzna",0.6155641917105,"35-44 lata","Lubuskie","GORZOWSKI",5,"2013"
"mężczyzna",0.753031094808,"do 24 lat","Lubuskie","GORZOWSKI",30,"2013"
"kobieta",0.466163713017135,"35-44 lata","Lubuskie","GORZOWSKI",0,"2013"
"kobieta",0.98624414244,"35-44 lata","Lubuskie","GORZOWSKI",10,"2013"
"mężczyzna",1.75312444432181,"25-34 lata","Lubuskie","GORZOWSKI",20,"2013"
"mężczyzna",1.0901888171745,"35-44 lata","Lubuskie","GORZOWSKI",7,"2013"
"kobieta",1.254486386367,"do 24 lat","Lubuskie","GORZOWSKI",30,"2013"
"kobieta",1.2119877434505,"25-34 lata","Lubuskie","GORZOWSKI",1,"2013"
"mężczyzna",0.3517081614405,"25-34 lata","Lubuskie","GORZOWSKI",6,"2013"
"kobieta",0.4053733976925,"do 24 lat","Lubuskie","GORZOWSKI",10,"2013"
"mężczyzna",1.1317534132575,"25-34 lata","Lubuskie","GORZOWSKI",18,"2013"
"kobieta",1.0617887181555,"25-34 lata","Lubuskie","GORZOWSKI",8,"2013"
"kobieta",1.53245480824241,"45-59 lat","Lubuskie","GORZOWSKI",2,"2013"
"mężczyzna",1.57429238414858,"45-59 lat","Lubuskie","GORZOWSKI",5,"2013"
"mężczyzna",1.46140979281596,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",10,"2013"
"kobieta",1.47609174997858,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",20,"2013"
"mężczyzna",1.4351302631535,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",20,"2013"
"kobieta",1.2407333519565,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",1,"2013"
"kobieta",0.1717465194885,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",5,"2013"
"mężczyzna",0.26296996435848,"60-64 lata","Lubuskie","ZIELONOGÓRSKI",15,"2013"
"mężczyzna",0.23938443267912,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",30,"2013"
"kobieta",0.215313284487735,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",15,"2013"
"kobieta",0.302217343482,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",50,"2013"
"mężczyzna",0.71557552398,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",30,"2013"
"kobieta",0.4093574929635,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",10,"2013"
"kobieta",0.389373638065992,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",6,"2013"
"mężczyzna",1.3583286614593,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",10,"2013"
"kobieta",1.12928898973625,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",62,"2013"
"kobieta",1.187248678572,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",10,"2013"
"mężczyzna",4.1132504260995,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",15,"2013"
"mężczyzna",3.7816842965325,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",20,"2013"
"mężczyzna",3.7816842965325,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",10,"2013"
"kobieta",4.30823692873974,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",5,"2013"
"kobieta",3.5479012558485,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",10,"2013"
"kobieta",0.5856219882015,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",10,"2013"
"mężczyzna",0.704396242443,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",20,"2013"
"kobieta",0.9170280512265,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",2,"2013"
"mężczyzna",0.36792975377391,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",25,"2013"
"kobieta",0.318091810046742,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",20,"2013"
"kobieta",0.340393213749,"60-64 lata","Lubuskie","ZIELONOGÓRSKI",5,"2013"
"mężczyzna",0.398860446261,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",5,"2013"
"kobieta",0.3453952931865,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",8,"2013"
"mężczyzna",2.2119078150765,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",4,"2013"
"kobieta",1.9122925289175,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",8,"2013"
"kobieta",0.4932206487855,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",2,"2013"
"kobieta",0.8505321152115,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",3,"2013"
"kobieta",0.1948058616915,"45-59 lat","Lubuskie","ZIELONOGÓRSKI",2,"2013"
"mężczyzna",2.260898913099,"25-34 lata","Lubuskie","GORZOWSKI",15,"2013"
"kobieta",2.1211305654525,"25-34 lata","Lubuskie","GORZOWSKI",20,"2013"
"kobieta",1.722839136228,"45-59 lat","Lubuskie","GORZOWSKI",20,"2013"
"mężczyzna",1.9043857961195,"45-59 lat","Lubuskie","GORZOWSKI",5,"2013"
"kobieta",0.654898592376,"35-44 lata","Lubuskie","GORZOWSKI",3,"2013"
"mężczyzna",0.732582371535966,"35-44 lata","Lubuskie","GORZOWSKI",8,"2013"
"mężczyzna",0.92877834087162,"35-44 lata","Lubuskie","GORZOWSKI",5,"2013"
"kobieta",0.8302895537415,"35-44 lata","Lubuskie","GORZOWSKI",4,"2013"
"kobieta",0.619074919464,"35-44 lata","Lubuskie","GORZOWSKI",2,"2013"
"kobieta",1.126251613884,"25-34 lata","Lubuskie","GORZOWSKI",3,"2013"
"mężczyzna",0.982931545833,"60-64 lata","Lubuskie","GORZOWSKI",30,"2013"
"kobieta",0.933086434248,"60-64 lata","Lubuskie","GORZOWSKI",5,"2013"
"mężczyzna",1.1071656307815,"do 24 lat","Lubuskie","GORZOWSKI",3,"2013"
"kobieta",0.9260542425705,"do 24 lat","Lubuskie","GORZOWSKI",7,"2013"
"mężczyzna",2.860133389479,"25-34 lata","Lubuskie","GORZOWSKI",7,"2013"
"mężczyzna",2.860133389479,"25-34 lata","Lubuskie","GORZOWSKI",30,"2013"
"kobieta",2.68332037353,"25-34 lata","Lubuskie","GORZOWSKI",5,"2013"
"mężczyzna",2.070042986136,"25-34 lata","Lubuskie","GORZOWSKI",6,"2013"
"kobieta",1.942073689869,"25-34 lata","Lubuskie","GORZOWSKI",9,"2013"
"kobieta",1.1588710279095,"45-59 lat","Lubuskie","GORZOWSKI",10,"2013"
"kobieta",1.1736537586725,"do 24 lat","Lubuskie","GORZOWSKI",6,"2013"
"kobieta",0.8022954771705,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",10,"2013"
"mężczyzna",0.9650148292995,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",10,"2013"
"mężczyzna",1.004643986646,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",10,"2013"
"kobieta",0.8266861045155,"25-34 lata","Lubuskie","ZIELONOGÓRSKI",7,"2013"
"mężczyzna",0.761856226959,"do 24 lat","Lubuskie","ZIELONOGÓRSKI",10,"2013"
"kobieta",0.505394265633435,"35-44 lata","Lubuskie","ZIELONOGÓRSKI",10,"2013"
"kobieta",1.080339844764,"25-34 lata","Łódzkie","PIOTRKOWSKI",3,"2013"
"mężczyzna",1.793752518396,"25-34 lata","Łódzkie","PIOTRKOWSKI",20,"2013"
"kobieta",1.667020809783,"25-34 lata","Łódzkie","PIOTRKOWSKI",1,"2013"
"mężczyzna",0.415205748559035,"65+ lat","Łódzkie","PIOTRKOWSKI",1,"2013"
"mężczyzna",0.8558553037485,"35-44 lata","Łódzkie","PIOTRKOWSKI",1,"2013"
"kobieta",0.5352244518435,"do 24 lat","Łódzkie","PIOTRKOWSKI",3,"2013"
"mężczyzna",0.9334075433475,"45-59 lat","Łódzkie","PIOTRKOWSKI",10,"2013"
"mężczyzna",1.161290570334,"25-34 lata","Łódzkie","PIOTRKOWSKI",5,"2013"
"kobieta",0.908004787929,"45-59 lat","Łódzkie","PIOTRKOWSKI",3,"2013"
"mężczyzna",1.5108905382945,"25-34 lata","Łódzkie","PIOTRKOWSKI",1,"2013"
"mężczyzna",1.5108905382945,"25-34 lata","Łódzkie","PIOTRKOWSKI",1,"2013"
